Name	Year	Rating	Description	Visual Appeal	Reliability	Performance	Comfort	Service Experience	Maintenance cost	Extra Features	Likes	Dislikes	Used it for	Owned for	Mileage	Ridden for
Ashish	2 years ago by	5	Feeling good to have this...	5	5	5			5		"
                            3"	"
                            0"	Daily Commute	> 1 yr		> 15000 kms
Rajesh	2 years ago by	4	Awesome bike .Recommended	5	5		4	4		4	"
                            0"	"
                            0"	Daily Commute	> 1 yr	30 kmpl	< 5000 kms
Pooja Sharma	2 years ago by	5	The beast unleashed	5	5		4	4		4	"
                            3"	"
                            9"	Daily Commute	Never owned		51 kmpl
Sherlinsam	2 years ago by	4	Perfect	5			4	4		4	"
                            3"	"
                            0"	Daily Commute	6 months-1 yr	30 kmpl	< 5000 kms
Puneet	2 years ago by	5	Attention seeker				4	4		4	"
                            0"	"
                            1"	Daily Commute	> 1 yr	42 kmpl	5000-10000 kms
Chiragtalreja	2 years ago by	5	Vintage	5	5	5	4	4	5	4	"
                            2"	"
                            1"	Everything	Never owned		35 kmpl
Anand	2 years ago by	5	Driving experience is mind blowing	5	5	5	4	4	5	4	"
                            1"	"
                            1"	Tours	> 1 yr		> 15000 kms
Shivam Tiwari	2 years ago by	4	Dream bike								"
                            0"	"
                            2"	Everything	Never owned		150 kmpl
Sumit Suman Sahoo	2 years ago by	5	Expensive bike								"
                            1"	"
                            1"	Daily Commute	6 months-1 yr	23 kmpl	10000-15000 kms
Shaktiraj Das	2 years ago by	4	Royal enfield classic 350								"
                            3"	"
                            0"	Daily Commute	6 months-1 yr	38 kmpl	5000-10000 kms
Rahul Swami	2 years ago by	5	Amazing experience								"
                            1"	"
                            0"	Everything	< 3 months	35 kmpl	> 15000 kms
Subham Kumar	2 years ago by	4	Riding on it regularly amazing looks like a king ride.								"
                            1"	"
                            1"	Everything	> 1 yr		
Gajendra	2 years ago by	5	One of the best bike	5	5	5			5		"
                            0"	"
                            0"	Everything	Never owned		30 kmpl
Santosh Gurjar	2 years ago by	5	Royal feel of royal enfield	5	5	5			5		"
                            0"	"
                            0"	Daily Commute	6 months-1 yr	36 kmpl	5000-10000 kms
Vikas	2 years ago by	5	It looks royal when you ride	5	5	5	4		5	4	"
                            1"	"
                            0"	Everything	> 1 yr	42 kmpl	< 5000 kms
Suku	2 years ago by	2	Bad with cash loss				4			4	"
                            0"	"
                            0"	Occasional Commute	6 months-1 yr	29 kmpl	5000-10000 kms
Yash Gupta	2 years ago by	5	Super car	5	5	5			5		"
                            0"	"
                            0"	Daily Commute	> 1 yr	40 kmpl	10000-15000 kms
Hariharan	2 years ago by	5	Detailed review	5	5	5			5		"
                            1"	"
                            0"	Everything	> 1 yr	30 kmpl	> 15000 kms
Srijith	2 years ago by	5	Mileage	5	5	5			5		"
                            12"	"
                            15"	Daily Commute	6 months-1 yr	130 kmpl	5000-10000 kms
Debasis Khuntia	2 years ago by	5	Such a beautiful bike...	5	5	5	4		5	4	"
                            1"	"
                            0"	Everything	3-6 months	52 kmpl	10000-15000 kms
Sandeep Ramadasu	2 years ago by	5	Re 350	5	5	5			5		"
                            0"	"
                            0"	Daily Commute	Never owned		15 kmpl
Rahul Yadav	2 years ago by	4	Read whole review	5			4	4		4	"
                            1"	"
                            0"	Leisure Rides	> 1 yr	31 kmpl	10000-15000 kms
Kisan Laxman Punewa...	2 years ago by	4	Dream bike	5	5	5	4		5	4	"
                            5"	"
                            2"	Occasional Commute	Never owned		56 kmpl
Aman Dhami	2 years ago by	5	Made like a gun goes like a bullet	5	5	5	4		5	4	"
                            2"	"
                            0"	Tours	> 1 yr	29 kmpl	10000-15000 kms
Hardik Choudhary	2 years ago by	5	The thriller and god bullet								"
                            0"	"
                            2"	Everything	> 1 yr	12 kmpl	> 15000 kms
Manas Ranjan S	2 years ago by	5	Drive with the craziness	5	5		4	4		4	"
                            0"	"
                            0"	Everything	> 1 yr	35 kmpl	> 15000 kms
Sujnan	2 years ago by	5	Experience	5	5	5	4	4	5	4	"
                            0"	"
                            0"	Tours	> 1 yr	35 kmpl	5000-10000 kms
Mohammed Mansoor	2 years ago by	5	My bike my dream	5			4	4		4	"
                            1"	"
                            0"	Everything	3-6 months	40 kmpl	< 5000 kms
Kaif Ali	2 years ago by	5	Royal enfield 350 is amazing	5	5	5			5		"
                            0"	"
                            3"	Everything	Never owned		39 kmpl
Birendra Thapa	2 years ago by	5	This is most comfortable bike for long tour	5	5	5			5		"
                            0"	"
                            1"	Daily Commute	6 months-1 yr	26 kmpl	> 15000 kms
Pranavraj	2 years ago by	5	Black beast on the road				4	4		4	"
                            3"	"
                            0"	Daily Commute	> 1 yr	40 kmpl	5000-10000 kms
Srinivasarao Bandla	2 years ago by	5	Royal enfield is king of kings	5	5	5			5		"
                            0"	"
                            0"	Everything	Never owned		47 kmpl
Tejas	2 years ago by	5	Awesome bike	5	5	5	4	4	5	4	"
                            2"	"
                            2"	Everything	> 1 yr	120 kmpl	> 15000 kms
Vid	2 years ago by	4	It is very good				4	4		4	"
                            2"	"
                            0"	Everything	6 months-1 yr	35 kmpl	< 5000 kms
Paras	2 years ago by	5	Rich richer royal	5	5	5			5		"
                            2"	"
                            0"	Everything	> 1 yr	10 kmpl	5000-10000 kms
Soumesh Sahoo	2 years ago by	5	Pros and cons	5	5	5	4		5	4	"
                            1"	"
                            0"	Daily Commute	> 1 yr	29 kmpl	10000-15000 kms
Vipin Kumar	2 years ago by	5	Magic	5	5	5			5		"
                            0"	"
                            0"	Daily Commute	> 1 yr	37 kmpl	5000-10000 kms
Ajaz Junach	2 years ago by	5	Bullet 393 old school	5	5	5			5		"
                            0"	"
                            2"	Daily Commute	> 1 yr	37 kmpl	> 15000 kms
Jay	2 years ago by	4	Bullet 350				4	4		4	"
                            1"	"
                            1"	Occasional Commute	< 3 months		< 5000 kms
Kalpesh More	2 years ago by	5	Very nice bike	5	5	5			5		"
                            0"	"
                            0"	Tours	6 months-1 yr	35 kmpl	5000-10000 kms
Alok	2 years ago by	5	Amazing	5	5	5			5		"
                            0"	"
                            0"	Everything	> 1 yr	32 kmpl	5000-10000 kms
Tushar	2 years ago by	4	The beast	5	5		4	4		4	"
                            0"	"
                            0"	Daily Commute	6 months-1 yr	30 kmpl	10000-15000 kms
Lilu Chauhan	2 years ago by	5	Love royal bullet	5	5	5			5		"
                            2"	"
                            2"	Tours	3-6 months	37 kmpl	> 15000 kms
Jagjit Singh	2 years ago by	5	Royal enfield bullet 350 the bike you can own for 100 years	5	5	5	4		5	4	"
                            0"	"
                            1"	Everything	> 1 yr	40 kmpl	> 15000 kms
Parghane Sandesh	2 years ago by	4	Beauty and the beast	5	5	5	4	4	5	4	"
                            1"	"
                            0"	Daily Commute	> 1 yr	36 kmpl	10000-15000 kms
Pratik	2 years ago by	5	Best of one	5	5	5	4		5	4	"
                            0"	"
                            0"	Everything	Never owned		30 kmpl
Agnish Ghosh	2 years ago by	4	Royal enfield bullet electra 350 is really made like a gun and it...	5			4	4		4	"
                            1"	"
                            0"	Everything	> 1 yr	40 kmpl	> 15000 kms
Shreyas Patil	2 years ago by	5	Review for todays generation	5			4	4		4	"
                            0"	"
                            5"	Occasional Commute	> 1 yr	60 kmpl	< 5000 kms
Shabeer	2 years ago by	5	Shabeer dream bike	5	5	5			5		"
                            1"	"
                            0"	Everything	Never owned		50 kmpl
Rahul Yadav	2 years ago by	5	Beautiful mashine	5	5	5			5		"
                            1"	"
                            0"	Daily Commute	Never owned		27 kmpl
Ajayshekhar	2 years ago by	4	Re the best	5	5	5	4		5	4	"
                            1"	"
                            0"	Tours	Never owned		32 kmpl
Dheeraj	2 years ago by	5	Royal enfield review after using 3 years	5	5	5			5		"
                            1"	"
                            0"	Daily Commute	> 1 yr	35 kmpl	> 15000 kms
Raj	2 years ago by	4	My experience	5	5	5	4	4	5	4	"
                            0"	"
                            0"	Everything	< 3 months	30 kmpl	< 5000 kms
Ajayrajsinh Zala	2 years ago by	5	Ghost rider if you ride this monster	5	5	5			5		"
                            1"	"
                            0"	Daily Commute	> 1 yr	30 kmpl	5000-10000 kms
Pranil	2 years ago by	4	Please take test ride before buying classic 350cc  benelli imperi...				4	4		4	"
                            1"	"
                            0"	Occasional Commute	6 months-1 yr	32 kmpl	< 5000 kms
Fasalul Abidheen	2 years ago by	5	Bullet is vibrant man...But muscular	5							"
                            1"	"
                            0"	Daily Commute	> 1 yr	37 kmpl	5000-10000 kms
Abhijeet	2 years ago by	5	Better performance	5	5	5			5		"
                            1"	"
                            0"	Tours	6 months-1 yr	35 kmpl	5000-10000 kms
Vinay	2 years ago by	4	Bullet	5	5		4	4		4	"
                            3"	"
                            0"	Daily Commute	> 1 yr	40 kmpl	10000-15000 kms
Akshay J	2 years ago by	5	Royal enfield lovers	5	5	5			5		"
                            2"	"
                            1"	Tours	Never owned		
Tankasala Ramchanda...	2 years ago by	5	Very strong machine	5	5	5	4		5	4	"
                            1"	"
                            2"	Daily Commute	> 1 yr	23 kmpl	< 5000 kms
Abhishek Kaushik	2 years ago by	5	Best bike	5	5	5			5		"
                            0"	"
                            0"	Tours	> 1 yr	45 kmpl	< 5000 kms
Tezender Kumar	2 years ago by	5	Wonderful	5	5		4	4		4	"
                            0"	"
                            0"	Daily Commute	> 1 yr	30 kmpl	> 15000 kms
Tarun	2 years ago by	4	Review	5	5	5	4		5	4	"
                            0"	"
                            0"	Tours	< 3 months	35 kmpl	< 5000 kms
Raj	2 years ago by	3	Bullet	5			4	4		4	"
                            1"	"
                            1"	Tours	< 3 months	35 kmpl	< 5000 kms
Harshil Raina	2 years ago by	4	Re bullet 350 touring review	5	5	5	4	4	5	4	"
                            1"	"
                            0"	Tours	> 1 yr	28 kmpl	> 15000 kms
Shahrukh Azam	2 years ago by	5	Bullet 350 classic	5	5	5			5		"
                            17"	"
                            7"	Everything	Never owned		35 kmpl
Parshant	2 years ago by	4	350cc beast with low maintenance				4	4		4	"
                            0"	"
                            1"	Daily Commute	6 months-1 yr	45 kmpl	< 5000 kms
Sri	2 years ago by	4	Royal ride my duk duk bike classic 350	5	5	5			5		"
                            0"	"
                            0"	Daily Commute	> 1 yr		< 5000 kms
Kumar Ashutosh	2 years ago by	5	Best for long drive	5	5	5			5		"
                            1"	"
                            0"	Leisure Rides	> 1 yr		10000-15000 kms
Yash K Thakore	2 years ago by	5	Gentle beast bullet	5	5	5	4	4	5	4	"
                            1"	"
                            0"	Daily Commute	> 1 yr	45 kmpl	10000-15000 kms
Sambit Acharya	2 years ago by	5	A bike that makes you royal..	5	5		4	4		4	"
                            0"	"
                            0"	Daily Commute	Never owned		35 kmpl
Meetrajpurohit	2 years ago by	5	Royally enfield	5	5		4	4		4	"
                            0"	"
                            0"	Daily Commute	6 months-1 yr	30 kmpl	5000-10000 kms
Francis	2 years ago by	5	The heart throb	5	5	5	4	4	5	4	"
                            0"	"
                            0"	Daily Commute	> 1 yr	43 kmpl	10000-15000 kms
Maj	2 years ago by	5	Love you 350	5	5	5			5		"
                            2"	"
                            0"	Everything	> 1 yr	30 kmpl	5000-10000 kms
Amal	2 years ago by	3	t a good bike has a less resale value								"
                            3"	"
                            5"	Daily Commute	> 1 yr	25 kmpl	> 15000 kms
Sarada Prasad Dash	2 years ago by	5	Demographic review	5	5	5			5		"
                            2"	"
                            0"	Daily Commute	> 1 yr	45 kmpl	> 15000 kms
Chandrakanth	2 years ago by	5	Super	5	5	5	4		5	4	"
                            1"	"
                            0"	Daily Commute	6 months-1 yr	30 kmpl	5000-10000 kms
Anik	2 years ago by	5	The beast	5	5	5			5		"
                            0"	"
                            0"	Tours	> 1 yr	32 kmpl	5000-10000 kms
Rahul D Kathoke	2 years ago by	5	There is  comparison...	5			4	4		4	"
                            7"	"
                            2"	Daily Commute	> 1 yr	55 kmpl	> 15000 kms
